T2M,RH2M,WS2M,Date
29.39,29.81,1.17,2024-11-11 14:00:00
28.76,30.38,0.63,2024-11-11 15:00:00
27.51,32.38,0.02,2024-11-11 16:00:00
25.4,36.94,0.6,2024-11-11 17:00:00
23.73,41.06,0.96,2024-11-11 18:00:00
22.25,44.69,1.11,2024-11-11 19:00:00
21.12,47.56,1.17,2024-11-11 20:00:00
20.26,49.94,1.21,2024-11-11 21:00:00
19.39,52.44,1.24,2024-11-11 22:00:00
18.57,54.88,1.32,2024-11-11 23:00:00
17.9,56.81,1.47,2024-11-12 00:00:00
17.3,58.56,1.66,2024-11-12 01:00:00
16.8,60.12,1.86,2024-11-12 02:00:00
16.37,61.62,2.03,2024-11-12 03:00:00
16.01,62.88,2.23,2024-11-12 04:00:00
15.69,64.06,2.37,2024-11-12 05:00:00
15.33,65.5,2.38,2024-11-12 06:00:00
25.89,34.62,2.47,2024-11-12 10:00:00
27.04,31.25,2.17,2024-11-12 11:00:00
27.94,28.25,2.04,2024-11-12 12:00:00
28.46,26.31,1.83,2024-11-12 13:00:00
28.48,25.38,1.66,2024-11-12 14:00:00
27.92,25.5,1.58,2024-11-12 15:00:00
26.0,28.44,0.85,2024-11-12 16:00:00
23.26,33.56,0.97,2024-11-12 17:00:00
22.05,36.12,1.05,2024-11-12 18:00:00
21.19,37.5,1.1,2024-11-12 19:00:00
20.74,38.38,1.05,2024-11-12 20:00:00
20.43,39.06,0.96,2024-11-12 21:00:00
19.66,41.19,0.98,2024-11-12 22:00:00
18.39,45.0,1.15,2024-11-12 23:00:00
17.12,49.31,1.21,2024-11-13 00:00:00
16.26,52.38,1.24,2024-11-13 01:00:00
15.69,54.38,1.32,2024-11-13 02:00:00
15.23,55.69,1.38,2024-11-13 03:00:00
14.8,56.75,1.38,2024-11-13 04:00:00
14.37,57.62,1.33,2024-11-13 05:00:00
14.48,56.31,1.23,2024-11-13 06:00:00
15.31,52.62,1.23,2024-11-13 07:00:00
17.83,44.12,2.37,2024-11-13 08:00:00
20.99,36.62,1.71,2024-11-13 09:00:00
24.87,30.25,0.81,2024-11-13 10:00:00
26.57,26.75,0.67,2024-11-13 11:00:00
27.37,24.81,0.44,2024-11-13 12:00:00
27.78,23.88,0.12,2024-11-13 13:00:00
27.66,23.81,0.26,2024-11-13 14:00:00
27.15,24.44,0.55,2024-11-13 15:00:00
25.69,27.31,0.5,2024-11-13 16:00:00
23.58,31.0,0.7,2024-11-13 17:00:00
22.69,33.25,0.76,2024-11-13 18:00:00
21.9,35.12,0.75,2024-11-13 19:00:00
21.18,37.44,0.81,2024-11-13 20:00:00
20.18,40.75,0.98,2024-11-13 21:00:00
18.95,45.19,1.1,2024-11-13 22:00:00
18.14,48.75,1.11,2024-11-13 23:00:00
17.86,50.69,1.01,2024-11-14 00:00:00
17.83,51.44,0.78,2024-11-14 01:00:00
17.75,52.25,0.53,2024-11-14 02:00:00
17.25,54.31,0.74,2024-11-14 03:00:00
16.54,56.75,1.02,2024-11-14 04:00:00
15.87,58.88,1.15,2024-11-14 05:00:00
15.55,59.56,1.2,2024-11-14 06:00:00
16.09,56.88,1.1,2024-11-14 07:00:00
19.23,46.25,1.74,2024-11-14 08:00:00
22.0,40.12,1.78,2024-11-14 09:00:00
25.08,35.38,2.33,2024-11-14 10:00:00
26.36,32.44,2.08,2024-11-14 11:00:00
27.05,30.75,1.86,2024-11-14 12:00:00
27.26,30.19,1.84,2024-11-14 13:00:00
26.98,30.75,1.84,2024-11-14 14:00:00
26.26,32.12,1.68,2024-11-14 15:00:00
24.52,35.81,0.77,2024-11-14 16:00:00
22.87,39.81,0.76,2024-11-14 17:00:00
21.99,42.06,0.67,2024-11-14 18:00:00
21.65,42.75,0.65,2024-11-14 19:00:00
21.03,44.38,0.68,2024-11-14 20:00:00
20.43,45.94,0.68,2024-11-14 21:00:00
20.28,46.19,0.63,2024-11-14 22:00:00
20.08,46.69,0.42,2024-11-14 23:00:00
19.8,47.38,0.23,2024-11-15 00:00:00
19.23,49.19,0.44,2024-11-15 01:00:00
18.57,51.38,0.61,2024-11-15 02:00:00
18.23,52.62,0.78,2024-11-15 03:00:00
17.58,54.94,0.93,2024-11-15 04:00:00
16.96,57.25,1.03,2024-11-15 05:00:00
16.02,60.94,1.11,2024-11-15 06:00:00
16.06,60.62,1.1,2024-11-15 07:00:00
18.77,50.62,2.22,2024-11-15 08:00:00
21.37,42.94,1.61,2024-11-15 09:00:00
24.62,35.5,0.66,2024-11-15 10:00:00
25.48,33.38,0.96,2024-11-15 11:00:00
26.06,31.75,1.19,2024-11-15 12:00:00
26.33,30.62,1.5,2024-11-15 13:00:00
26.15,30.44,1.64,2024-11-15 14:00:00
25.48,31.38,1.62,2024-11-15 15:00:00
23.54,35.12,1.15,2024-11-15 16:00:00
22.01,38.38,1.35,2024-11-15 17:00:00
21.23,40.56,1.36,2024-11-15 18:00:00
20.69,43.31,1.18,2024-11-15 19:00:00
20.22,46.5,0.89,2024-11-15 20:00:00
19.6,50.0,0.74,2024-11-15 21:00:00
19.19,52.5,0.77,2024-11-15 22:00:00
18.39,56.06,0.85,2024-11-15 23:00:00
17.25,61.19,0.95,2024-11-16 00:00:00
16.2,66.5,1.02,2024-11-16 01:00:00
15.35,71.25,1.06,2024-11-16 02:00:00
15.74,70.12,2.86,2024-11-16 08:00:00
19.27,54.19,2.25,2024-11-16 09:00:00
23.12,37.81,1.34,2024-11-16 10:00:00
25.08,31.44,1.02,2024-11-16 11:00:00
26.19,28.0,1.03,2024-11-16 12:00:00
26.69,26.06,1.04,2024-11-16 13:00:00
26.38,25.81,1.13,2024-11-16 14:00:00
25.77,26.62,1.3,2024-11-16 15:00:00
24.15,29.56,0.86,2024-11-16 16:00:00
21.45,35.25,0.92,2024-11-16 17:00:00
20.05,39.0,1.03,2024-11-16 18:00:00
18.93,41.94,1.13,2024-11-16 19:00:00
17.98,44.88,1.2,2024-11-16 20:00:00
17.16,47.62,1.23,2024-11-16 21:00:00
16.44,50.31,1.23,2024-11-16 22:00:00
15.82,52.88,1.22,2024-11-16 23:00:00
15.2,55.44,1.23,2024-11-17 00:00:00
14.61,57.88,1.23,2024-11-17 01:00:00
14.08,59.94,1.25,2024-11-17 02:00:00
13.58,61.62,1.32,2024-11-17 03:00:00
13.17,62.62,1.4,2024-11-17 04:00:00
